COLREG_Type,MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo
Overtaking,372747000,12/3/17 9:24:36,33.65106500,-120.2526867,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:25:00,33.65111333,-120.2522267,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:25:20,33.65116333,-120.2517667,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:25:40,33.65121333,-120.2513067,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:26:00,33.65126167,-120.2508467,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:27:16,33.65131167,-120.2503867,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:27:36,33.65136167,-120.2499267,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:28:00,33.65141000,-120.2494667,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:28:20,33.65146000,-120.2490067,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:28:40,33.65151000,-120.2485467,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:29:00,33.65155833,-120.2480867,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:30:16,33.65160833,-120.2476267,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:30:36,33.65165833,-120.2471667,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:31:00,33.65170667,-120.2467067,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:31:20,33.65175667,-120.2462467,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:31:40,33.65180667,-120.2457867,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:32:00,33.65185500,-120.2453267,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:33:16,33.65190500,-120.2448667,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:33:36,33.65195500,-120.2444067,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:34:00,33.65200333,-120.2439467,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:34:20,33.65205333,-120.2434867,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:34:40,33.65210333,-120.2430267,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:35:00,33.65215167,-120.2425667,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:36:16,33.65220167,-120.2421067,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:36:36,33.65225167,-120.2416467,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:37:00,33.65230000,-120.2411867,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:37:20,33.65235000,-120.2407267,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:37:40,33.65240000,-120.2402667,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:38:00,33.65244833,-120.2398067,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:39:16,33.65249833,-120.2393467,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:39:36,33.65254667,-120.2388867,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:40:00,33.65259667,-120.2384267,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:40:20,33.65264667,-120.2379667,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:40:40,33.65269500,-120.2375067,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:41:00,33.65274500,-120.2370467,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:42:16,33.65279500,-120.2365867,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:42:36,33.65284333,-120.2361267,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:43:00,33.65289333,-120.2356667,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:43:20,33.65294333,-120.2352067,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:43:40,33.65299167,-120.2347467,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:44:00,33.65304167,-120.2342867,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:45:16,33.65309167,-120.2338267,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:45:36,33.65314000,-120.2333667,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:46:00,33.65319000,-120.2329067,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:46:20,33.65324000,-120.2324467,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:46:40,33.65328833,-120.2319867,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:47:00,33.65333833,-120.2315267,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:48:16,33.65338833,-120.2310667,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:48:36,33.65343667,-120.2306067,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:49:00,33.65348667,-120.2301467,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:49:20,33.65353667,-120.2296867,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:49:40,33.65358500,-120.2292267,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:50:00,33.65363500,-120.2287667,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:51:16,33.65368500,-120.2283067,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:51:36,33.65373333,-120.2278467,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:52:00,33.65378333,-120.2273867,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:52:20,33.65383333,-120.2269267,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:52:40,33.65388167,-120.2264667,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:53:00,33.65393167,-120.2260067,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:54:16,33.65398000,-120.2255467,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:54:36,33.65403000,-120.2250867,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:55:00,33.65408000,-120.2246267,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:55:20,33.65412833,-120.2241667,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:55:40,33.65417833,-120.2237067,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:56:00,33.65422833,-120.2232467,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:57:16,33.65427667,-120.2227867,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:57:36,33.65432667,-120.2223267,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:58:00,33.65437667,-120.2218667,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:58:20,33.65442500,-120.2214067,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:58:40,33.65447500,-120.2209467,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 9:59:00,33.65452500,-120.2204867,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:00:16,33.65457333,-120.2200267,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:00:36,33.65462333,-120.2195667,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:01:00,33.65467333,-120.2191067,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:01:20,33.65472167,-120.2186467,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:01:40,33.65477167,-120.2181867,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:02:00,33.65482167,-120.2177267,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:03:16,33.65487000,-120.2172667,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:03:36,33.65492000,-120.2168067,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:04:00,33.65497000,-120.2163467,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:04:20,33.65501833,-120.2158867,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:04:40,33.65506833,-120.2154267,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:05:00,33.65511833,-120.2149667,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:06:16,33.65516667,-120.2145067,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:06:36,33.65521667,-120.2140467,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:07:00,33.65526667,-120.2135867,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:07:20,33.65531500,-120.2131267,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:07:40,33.65536500,-120.2126667,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:08:00,33.65541333,-120.2122067,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:09:16,33.65546333,-120.2117467,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:09:36,33.65551333,-120.2112867,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:10:00,33.65556167,-120.2108267,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:10:20,33.65561167,-120.2103667,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:10:40,33.65566167,-120.2099067,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:11:00,33.65571000,-120.2094467,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:12:16,33.65576000,-120.2089867,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:12:36,33.65581000,-120.2085267,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:13:00,33.65585833,-120.2080667,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:13:20,33.65590833,-120.2076067,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:13:40,33.65595833,-120.2071467,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:14:00,33.65600667,-120.2066867,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:15:16,33.65605667,-120.2062267,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:15:36,33.65610667,-120.2057667,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:16:00,33.65615500,-120.2053067,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:16:20,33.65620500,-120.2048467,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:16:40,33.65625500,-120.2043867,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:17:00,33.65630333,-120.2039267,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:18:16,33.65635333,-120.2034667,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:18:36,33.65640333,-120.2030067,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:19:00,33.65645167,-120.2025467,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:19:20,33.65650167,-120.2020867,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:19:40,33.65655167,-120.2016267,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:20:00,33.65660000,-120.2011667,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:21:16,33.65665000,-120.2007067,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:21:36,33.65670000,-120.2002467,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:22:00,33.65674833,-120.1997867,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:22:20,33.65679833,-120.1993267,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:22:40,33.65684667,-120.1988667,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:23:00,33.65689667,-120.1984067,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:24:16,33.65694667,-120.1979467,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
Overtaking,372747000,12/3/17 10:24:36,33.65699500,-120.1974867,0,0,0, CYGNUS LEADER, IMO9381249, 3EKK5,1004,,199.94,32.26,10,
